project,date,tag,num_source,num_dirs,num_files
pyramid,2014-01-28,1.5a4,495,230,950
pyramid,2013-12-10,1.5a3,495,230,967
pyramid,2013-09-22,1.5a2,490,181,793
pyramid,2013-08-30,1.5a1,498,188,821
pyramid,2012-12-18,1.4,489,155,726
pyramid,2012-12-10,1.4b3,489,155,726
pyramid,2012-12-10,1.4b2,489,155,726
pyramid,2012-11-21,1.4b1,489,155,726
pyramid,2012-11-14,1.4a4,489,154,725
pyramid,2012-10-26,1.4a3,489,154,726
pyramid,2012-09-27,1.4a2,489,154,726
pyramid,2012-09-16,1.4a1,489,154,726
pyramid,2012-03-21,1.3,490,152,716
pyramid,2012-03-17,1.3b3,490,152,715
pyramid,2012-03-02,1.3b2,496,152,713
pyramid,2012-02-26,1.3b1,497,152,714
pyramid,2012-02-22,1.3a9,497,152,714
pyramid,2012-02-19,1.3a8,497,150,712
pyramid,2012-02-08,1.3a7,497,150,711
pyramid,2012-01-20,1.3a6,497,150,709
pyramid,2012-01-05,1.3a4,497,150,709
pyramid,2011-12-21,1.3a3,497,150,709
pyramid,2011-12-09,1.3a1,497,151,706
pyramid,2011-09-12,1.2,498,142,666
pyramid,2011-09-11,1.2b3,498,142,666
pyramid,2011-09-08,1.2b2,498,141,665
pyramid,2011-09-08,1.2b1,498,141,665
pyramid,2011-09-06,1.2a6,498,138,660
pyramid,2011-09-04,1.2a5,498,136,658
pyramid,2011-09-02,1.2a4,498,136,658
pyramid,2011-08-29,1.2a3,534,127,642
pyramid,2011-08-27,1.2a2,532,125,638
pyramid,2011-08-24,1.2a1,532,125,636
pyramid,2011-07-21,1.1,535,121,610
pyramid,2011-07-18,1.1b4,536,122,609
pyramid,2011-07-15,1.1b3,536,122,609
pyramid,2011-07-13,1.1b2,536,122,607
pyramid,2011-07-10,1.1b1,536,122,606
pyramid,2011-07-01,1.1a4,535,121,605
pyramid,2011-06-26,1.1a3,531,117,555
pyramid,2011-06-22,1.1a2,531,117,555
pyramid,2011-06-20,1.1a1,531,105,543
pyramid,2011-01-30,1.0,528,98,529
pyramid,2011-01-28,1.0b3,528,100,529
pyramid,2011-01-24,1.0b2,527,100,528
pyramid,2011-01-21,1.0b1,527,100,528
pyramid,2011-01-18,1.0a10,527,100,502
pyramid,2011-01-08,1.0a9,538,122,628
pyramid,2010-12-27,1.0a8,538,123,548
pyramid,2010-12-20,1.0a7,543,127,569
pyramid,2010-12-15,1.0a6,544,127,568
pyramid,2010-12-15,1.0a5,542,126,566
pyramid,2010-11-21,1.0a4,536,125,553
pyramid,2010-11-16,1.0a3,536,126,554
pyramid,2010-11-09,0.2,536,126,552
pyramid,2010-11-05,1.0a1,536,126,552
redis,2011-06-24,with-deprecated-diskstore,105,22,234
redis,2011-03-23,3.0-alpha0,74,16,292
redis,2011-01-17,2.3-alpha0,73,16,289
redis,2010-12-15,2.2.0-rc1,71,16,284
redis,2010-11-30,2.2-alpha6,71,16,270
redis,2010-11-15,2.2-alpha5,71,16,268
redis,2010-11-05,2.2-alpha4,71,16,268
redis,2010-10-21,2.2-alpha3,61,12,241
redis,2010-09-09,2.2-alpha2,61,12,239
redis,2010-08-31,2.2-alpha1,61,12,239
redis,2010-07-31,2.2-alpha0,60,12,236
redis,2010-05-25,v2.1.1-watch,20,11,214
redis,2010-05-21,v2.0.0-rc1,20,11,213
redis,2010-05-16,v1.3.12,20,11,181
redis,2010-05-02,v1.3.11,20,4,161
redis,2010-04-21,v1.3.10,20,4,161
redis,2010-04-03,v1.3.9,20,4,161
redis,2010-03-29,v1.3.8,20,4,161
redis,2010-03-22,v1.3.7,20,4,159
redis,2010-03-18,1.3.6,20,4,159
redis,2010-01-23,vm-playpen,20,4,156
sqlite,2018-04-10,version-3.23.1,309,39,1717
sqlite,2018-04-02,version-3.23.0,309,39,1717
sqlite,2018-01-22,version-3.22.0,303,39,1700
sqlite,2017-10-24,version-3.21.0,294,35,1664
sqlite,2017-09-04,l,289,34,1651
sqlite,2017-05-25,version-3.19.2,289,31,1580
sqlite,2017-05-24,version-3.19.1,289,31,1580
sqlite,2017-05-22,version-3.19.0,289,31,1580
sqlite,2017-01-02,version-3.16.0,289,31,1541
sqlite,2016-10-14,version-3.15.0,289,31,1525
sqlite,2016-08-08,version-3.14.0,289,31,1509
sqlite,2016-05-18,version-3.13.0,289,31,1488
sqlite,2016-03-29,version-3.12.0,289,30,1459
sqlite,2016-03-03,version-3.11.1,290,28,1427
sqlite,2016-02-15,version-3.11.0,290,28,1427
sqlite,2016-01-06,version-3.10.0,290,28,1406
sqlite,2015-10-16,version-3.9.1,291,28,1390
sqlite,2015-10-14,version-3.9.0,291,28,1390
sqlite,2015-07-29,version-3.8.11.1,292,28,1366
sqlite,2015-07-27,version-3.8.11,292,28,1366
sqlite,2015-05-09,version-3.8.10.1,292,24,1256
sqlite,2015-05-07,version-3.8.10,292,24,1256
sqlite,2015-04-08,version-3.8.9,293,24,1249
sqlite,2015-01-16,version-3.8.8,293,24,1236
sqlite,2014-10-29,version-3.8.7.1,293,24,1204
sqlite,2014-10-17,version-3.8.7,293,24,1204
sqlite,2014-08-15,version-3.8.6,293,23,1186
sqlite,2014-06-04,version-3.8.5,293,23,1173
sqlite,2014-03-11,version-3.8.4.1,293,23,1156
sqlite,2014-03-10,version-3.8.4,293,23,1155
sqlite,2014-02-03,version-3.8.3,293,23,1152
sqlite,2013-12-06,version-3.8.2,293,23,1145
sqlite,2013-10-17,version-3.8.1,293,23,1126
sqlite,2013-08-26,version-3.8.0,294,23,1105
sqlite,2013-05-20,version-3.7.17,293,18,1065
sqlite,2013-04-12,version-3.7.16.2,297,16,1041
sqlite,2013-03-29,version-3.7.16.1,297,16,1041
sqlite,2013-03-18,version-3.7.16,297,16,1038
sqlite,2012-12-12,version-3.7.15,296,16,1025
sqlite,2012-09-03,version-3.7.14,296,16,1014
sqlite,2012-06-11,version-3.7.13,298,15,1005
sqlite,2012-05-22,version-3.7.12.1,298,14,998
sqlite,2012-05-14,version-3.7.12,298,14,997
sqlite,2012-03-20,version-3.7.11,297,13,992
sqlite,2012-01-16,version-3.7.10,297,13,987
sqlite,2011-11-01,version-3.7.9,297,13,974
sqlite,2011-09-19,version-3.7.8,297,13,963
sqlite,2011-06-23,version-3.7.7,297,13,949
sqlite,2011-04-13,version-3.7.6.1,297,13,929
sqlite,2011-04-12,version-3.7.6,297,13,929
sqlite,2011-02-01,version-3.7.5,295,13,898
sqlite,2010-12-07,version-3.7.4,295,13,894
sqlite,2010-09-24,experimental,295,13,863
sqlite,2010-08-24,version-3.7.2,295,13,846
sqlite,2009-11-19,fts3-refactor,294,13,772
sqlite,2009-08-12,cvs-to-fossil-cutover,295,13,742
sqlite,2009-06-15,version-3.6.15,294,13,734
sqlite,2009-01-15,version-3.6.10,295,12,697
